symbol,code,name,industry,listing_time
301503.SZSE,301503,智迪科技,计算机、通信和其他电子设备制造业,2023-07-17
920751.BSE,920751,惠同新材,金属制品业,2023-07-17
301329.SZSE,301329,信音电子,计算机、通信和其他电子设备制造业,2023-07-17
301456.SZSE,301456,盘古智能,专用设备制造业,2023-07-14
301272.SZSE,301272,英华特,通用设备制造业,2023-07-13
920576.BSE,920576,天力复合,有色金属冶炼和压延加工业,2023-07-12
301370.SZSE,301370,国科恒泰,批发业,2023-07-12
301393.SZSE,301393,昊帆生物,化学原料和化学制品制造业,2023-07-12
301381.SZSE,301381,赛维时代,零售业,2023-07-12
688638.SSE,688638,誉辰智能,专用设备制造业,2023-07-12
920592.BSE,920592,华信永道,软件和信息技术服务业,2023-07-10
301261.SZSE,301261,恒工精密,通用设备制造业,2023-07-10
688603.SSE,688603,天承科技,计算机、通信和其他电子设备制造业,2023-07-10
301486.SZSE,301486,致尚科技,计算机、通信和其他电子设备制造业,2023-07-07
301292.SZSE,301292,海科新源,化学原料和化学制品制造业,2023-07-07
301202.SZSE,301202,朗威股份,金属制品业,2023-07-05
301488.SZSE,301488,豪恩汽电,计算机、通信和其他电子设备制造业,2023-07-04
920717.BSE,920717,瑞星股份,专用设备制造业,2023-07-03
301395.SZSE,301395,仁信新材,化学原料和化学制品制造业,2023-07-03
301210.SZSE,301210,金杨精密,电气机械和器材制造业,2023-06-30
688582.SSE,688582,芯动联科,计算机、通信和其他电子设备制造业,2023-06-30
301291.SZSE,301291,明阳电气,电气机械和器材制造业,2023-06-30
920175.BSE,920175,东方碳素,非金属矿物制品业,2023-06-30
688429.SSE,688429,时创能源,电气机械和器材制造业,2023-06-29
920208.BSE,920208,青矩技术,专业技术服务业,2023-06-29
688631.SSE,688631,莱斯信息,软件和信息技术服务业,2023-06-28
301397.SZSE,301397,溯联股份,汽车制造业,2023-06-28
301295.SZSE,301295,美硕科技,电气机械和器材制造业,2023-06-28
301170.SZSE,301170,锡南科技,汽车制造业,2023-06-27
300804.SZSE,300804,广康生化,化学原料和化学制品制造业,2023-06-27
688620.SSE,688620,安凯微,计算机、通信和其他电子设备制造业,2023-06-27
688629.SSE,688629,华丰科技,计算机、通信和其他电子设备制造业,2023-06-27
920651.BSE,920651,天罡股份,仪器仪表制造业,2023-06-27
301376.SZSE,301376,致欧科技,零售业,2023-06-21
301315.SZSE,301315,威士顿,软件和信息技术服务业,2023-06-21
688543.SSE,688543,国科军工,铁路、船舶、航空航天和其他运输设备制造业,2023-06-21
920455.BSE,920455,汇隆活塞,通用设备制造业,2023-06-21
301262.SZSE,301262,海看股份,电信、广播电视和卫星传输服务,2023-06-20
688443.SSE,688443,智翔金泰,医药制造业,2023-06-20
688334.SSE,688334,西高院,专业技术服务业,2023-06-19
301448.SZSE,301448,开创电气,通用设备制造业,2023-06-19
301225.SZSE,301225,恒勃股份,汽车制造业,2023-06-16
301232.SZSE,301232,飞沃科技,通用设备制造业,2023-06-15
301287.SZSE,301287,康力源,文教、工美、体育和娱乐用品制造业,2023-06-14
301355.SZSE,301355,南王科技,造纸和纸制品业,2023-06-12
301320.SZSE,301320,豪江智能,电气机械和器材制造业,2023-06-09
301383.SZSE,301383,天键股份,计算机、通信和其他电子设备制造业,2023-06-09
688472.SSE,688472,阿特斯,电气机械和器材制造业,2023-06-09
688623.SSE,688623,双元科技,专用设备制造业,2023-06-08
920221.BSE,920221,易实精密,汽车制造业,2023-06-08
688576.SSE,688576,西山科技,专用设备制造业,2023-06-06
301323.SZSE,301323,新莱福,橡胶和塑料制品业,2023-06-06
688570.SSE,688570,天玛智控,仪器仪表制造业,2023-06-05
301310.SZSE,301310,鑫宏业,电气机械和器材制造业,2023-06-02
688523.SSE,688523,航天环宇,铁路、船舶、航空航天和其他运输设备制造业,2023-06-02
688593.SSE,688593,新相微,计算机、通信和其他电子设备制造业,2023-06-01
001373.SZSE,001373,翔腾新材,计算机、通信和其他电子设备制造业,2023-06-01
920779.BSE,920779,武汉蓝电,仪器仪表制造业,2023-06-01
920017.BSE,920017,星昊医药,医药制造业,2023-05-31
301353.SZSE,301353,普莱得,通用设备制造业,2023-05-30
301337.SZSE,301337,亚华电子,软件和信息技术服务业,2023-05-26
920719.BSE,920719,宁新新材,非金属矿物制品业,2023-05-26
301252.SZSE,301252,同星科技,通用设备制造业,2023-05-25
920471.BSE,920471,美邦科技,化学原料和化学制品制造业,2023-05-25
001282.SZSE,001282,三联锻造,汽车制造业,2023-05-24
688562.SSE,688562,航天软件,软件和信息技术服务业,2023-05-24
301399.SZSE,301399,英特科技,通用设备制造业,2023-05-23
301305.SZSE,301305,朗坤科技,生态保护和环境治理业,2023-05-23
688458.SSE,688458,美芯晟,计算机、通信和其他电子设备制造业,2023-05-22
001324.SZSE,001324,长青科技,铁路、船舶、航空航天和其他运输设备制造业,2023-05-22
688361.SSE,688361,中科飞测,专用设备制造业,2023-05-19
688581.SSE,688581,安杰思,专用设备制造业,2023-05-19
301428.SZSE,301428,世纪恒通,互联网和相关服务,2023-05-19
688552.SSE,688552,航天南湖,计算机、通信和其他电子设备制造业,2023-05-18
301332.SZSE,301332,德尔玛,电气机械和器材制造业,2023-05-18
920006.BSE,920006,晟楠科技,铁路、船舶、航空航天和其他运输设备制造业,2023-05-18
301382.SZSE,301382,蜂助手,互联网和相关服务,2023-05-17
688512.SSE,688512,慧智微,计算机、通信和其他电子设备制造业,2023-05-16
001380.SZSE,001380,华纬科技,通用设备制造业,2023-05-16
920837.BSE,920837,华原股份,汽车制造业,2023-05-15
301325.SZSE,301325,曼恩斯特,专用设备制造业,2023-05-12
920578.BSE,920578,巨能股份,通用设备制造业,2023-05-12
688479.SSE,688479,友车科技,软件和信息技术服务业,2023-05-11
688469.SSE,688469,芯联集成,计算机、通信和其他电子设备制造业,2023-05-10
603172.SSE,603172,万丰股份,化学原料和化学制品制造业,2023-05-10
920699.BSE,920699,海达尔,金属制品业,2023-05-09
301390.SZSE,301390,经纬股份,专业技术服务业,2023-05-08
688249.SSE,688249,晶合集成,计算机、通信和其他电子设备制造业,2023-05-05
301293.SZSE,301293,三博脑科,卫生,2023-05-05
920394.BSE,920394,民士达,纺织业,2023-04-25
301360.SZSE,301360,荣旗科技,专用设备制造业,2023-04-25
688478.SSE,688478,晶升股份,专用设备制造业,2023-04-24
301307.SZSE,301307,美利信,金属制品业,2023-04-24
920694.BSE,920694,中裕科技,橡胶和塑料制品业,2023-04-24
688146.SSE,688146,中船特气,计算机、通信和其他电子设备制造业,2023-04-21
688352.SSE,688352,颀中科技,计算机、通信和其他电子设备制造业,2023-04-20
603137.SSE,603137,恒尚节能,建筑装饰和其他建筑业,2023-04-19
920896.BSE,920896,旺成科技,通用设备制造业,2023-04-19
688507.SSE,688507,索辰科技,软件和信息技术服务业,2023-04-18
301357.SZSE,301357,北方长龙,其他制造业,2023-04-18
688539.SSE,688539,高华科技,计算机、通信和其他电子设备制造业,2023-04-18
920304.BSE,920304,迪尔化工,化学原料和化学制品制造业,2023-04-18
301387.SZSE,301387,光大同创,计算机、通信和其他电子设备制造业,2023-04-18
688433.SSE,688433,华曙高科,通用设备制造业,2023-04-17
301429.SZSE,301429,森泰股份,化学原料和化学制品制造业,2023-04-17
920593.BSE,920593,鼎智科技,电气机械和器材制造业,2023-04-13
001367.SZSE,001367,海森药业,医药制造业,2023-04-10
601065.SSE,601065,江盐集团,化学原料和化学制品制造业,2023-04-10
001328.SZSE,001328,登康口腔,化学原料和化学制品制造业,2023-04-10
001286.SZSE,001286,陕西能源,电力、热力生产和供应业,2023-04-10
001360.SZSE,001360,南矿集团,专用设备制造业,2023-04-10
603125.SSE,603125,常青科技,化学原料和化学制品制造业,2023-04-10
001287.SZSE,001287,中电港,批发业,2023-04-10
601133.SSE,601133,柏诚股份,建筑安装业,2023-04-10
601061.SSE,601061,中信金属,批发业,2023-04-10
603135.SSE,603135,中重科技,专用设备制造业,2023-04-10
688484.SSE,688484,南芯科技,计算机、通信和其他电子设备制造业,2023-04-07
920895.BSE,920895,花溪科技,专用设备制造业,2023-04-06
688535.SSE,688535,华海诚科,计算机、通信和其他电子设备制造业,2023-04-04
301203.SZSE,301203,国泰环保,生态保护和环境治理业,2023-04-04
688343.SSE,688343,云天励飞,软件和信息技术服务业,2023-04-04
301281.SZSE,301281,科源制药,医药制造业,2023-04-04
920261.BSE,920261,一诺威,化学原料和化学制品制造业,2023-04-03
301141.SZSE,301141,中科磁业,计算机、通信和其他电子设备制造业,2023-04-03
688531.SSE,688531,日联科技,专用设备制造业,2023-03-31
920792.BSE,920792,东和新材,非金属矿物制品业,2023-03-30
600925.SSE,600925,苏能股份,煤炭开采和洗选业,2023-03-29
603162.SSE,603162,海通发展,水上运输业,2023-03-29
301386.SZSE,301386,未来电器,电气机械和器材制造业,2023-03-29
301314.SZSE,301314,科瑞思,计算机、通信和其他电子设备制造业,2023-03-28
603291.SSE,603291,联合水务,水的生产和供应业,2023-03-27
920809.BSE,920809,安达科技,计算机、通信和其他电子设备制造业,2023-03-23
301345.SZSE,301345,涛涛车业,铁路、船舶、航空航天和其他运输设备制造业,2023-03-21
603065.SSE,603065,宿迁联盛,化学原料和化学制品制造业,2023-03-21
301246.SZSE,301246,宏源药业,医药制造业,2023-03-20
301378.SZSE,301378,通达海,软件和信息技术服务业,2023-03-20
920556.BSE,920556,雅达股份,仪器仪表制造业,2023-03-17
301439.SZSE,301439,泓淋电力,电气机械和器材制造业,2023-03-17
603073.SSE,603073,彩蝶实业,纺织业,2023-03-16
920663.BSE,920663,明阳科技,汽车制造业,2023-03-15
920575.BSE,920575,*ST康乐,医药制造业,2023-03-15
603282.SSE,603282,亚光股份,专用设备制造业,2023-03-15
920057.BSE,920057,百甲科技,金属制品业,2023-03-14
001368.SZSE,001368,通达创智,橡胶和塑料制品业,2023-03-13
603153.SSE,603153,上海建科,专业技术服务业,2023-03-13
920541.BSE,920541,铁大科技,铁路、船舶、航空航天和其他运输设备制造业,2023-03-10
601121.SSE,601121,宝地矿业,黑色金属矿采选业,2023-03-10
688502.SSE,688502,茂莱光学,仪器仪表制造业,2023-03-09
301157.SZSE,301157,华塑科技,计算机、通信和其他电子设备制造业,2023-03-09
001278.SZSE,001278,一彬科技,汽车制造业,2023-03-08
920974.BSE,920974,凯大催化,化学原料和化学制品制造业,2023-03-08
001366.SZSE,001366,播恩集团,农副食品加工业,2023-03-07
301322.SZSE,301322,绿通科技,铁路、船舶、航空航天和其他运输设备制造业,2023-03-06
603061.SSE,603061,金海通,专用设备制造业,2023-03-03
001337.SZSE,001337,四川黄金,有色金属矿采选业,2023-03-03
301408.SZSE,301408,华人健康,零售业,2023-03-01
688522.SSE,688522,纳睿雷达,计算机、通信和其他电子设备制造业,2023-03-01
920422.BSE,920422,润普食品,食品制造业,2023-03-01
920770.BSE,920770,XD艾能聚,电气机械和器材制造业,2023-02-28
001311.SZSE,001311,多利科技,汽车制造业,2023-02-27
920478.BSE,920478,峆一药业,医药制造业,2023-02-23
920906.BSE,920906,舜宇精工,汽车制造业,2023-02-22
001225.SZSE,001225,和泰机电,通用设备制造业,2023-02-22
688486.SSE,688486,龙迅股份,计算机、通信和其他电子设备制造业,2023-02-21
920273.BSE,920273,一致魔芋,食品制造业,2023-02-21
301303.SZSE,301303,真兰仪表,仪器仪表制造业,2023-02-20
603190.SSE,603190,亚通精工,汽车制造业,2023-02-17
920249.BSE,920249,利尔达,批发业,2023-02-17
001260.SZSE,001260,坤泰股份,汽车制造业,2023-02-16
920407.BSE,920407,驰诚股份,仪器仪表制造业,2023-02-16
603307.SSE,603307,扬州金泉,纺织业,2023-02-16
688307.SSE,688307,中润光学,计算机、通信和其他电子设备制造业,2023-02-16
001314.SZSE,001314,亿道信息,计算机、通信和其他电子设备制造业,2023-02-14
688515.SSE,688515,裕太微,计算机、通信和其他电子设备制造业,2023-02-10
301419.SZSE,301419,阿莱德,计算机、通信和其他电子设备制造业,2023-02-09
920367.BSE,920367,新赣江,医药制造业,2023-02-09
301358.SZSE,301358,湖南裕能,计算机、通信和其他电子设备制造业,2023-02-09
301373.SZSE,301373,凌玮科技,化学原料和化学制品制造业,2023-02-08
301260.SZSE,301260,格力博,专用设备制造业,2023-02-08
920802.BSE,920802,保丽洁,专用设备制造业,2023-02-06
920023.BSE,920023,*ST田野,酒、饮料和精制茶制造业,2023-02-02
601059.SSE,601059,信达证券,资本市场服务,2023-02-01
603281.SSE,603281,江瀚新材,化学原料和化学制品制造业,2023-01-31
603173.SSE,603173,福斯达,通用设备制造业,2023-01-30
920425.BSE,920425,乐创技术,软件和信息技术服务业,2023-01-30
688435.SSE,688435,英方软件,软件和信息技术服务业,2023-01-19
920252.BSE,920252,天宏锂电,电气机械和器材制造业,2023-01-19
301317.SZSE,301317,鑫磊股份,通用设备制造业,2023-01-19
688485.SSE,688485,九州一轨,生态保护和环境治理业,2023-01-18
920371.BSE,920371,欧福蛋业,农副食品加工业,2023-01-18
920950.BSE,920950,迅安科技,计算机、通信和其他电子设备制造业,2023-01-11
688506.SSE,688506,百利天恒,医药制造业,2023-01-06
301297.SZSE,301297,富乐德,专业技术服务业,2022-12-30
301105.SZSE,301105,鸿铭股份,专用设备制造业,2022-12-30
920262.BSE,920262,太湖雪,纺织业,2022-12-30
920392.BSE,920392,XD佳合科,造纸和纸制品业,2022-12-30
920195.BSE,920195,三祥科技,橡胶和塑料制品业,2022-12-30
688525.SSE,688525,XD佰维存,计算机、通信和其他电子设备制造业,2022-12-30
920855.BSE,920855,浙江大农,通用设备制造业,2022-12-29
920351.BSE,920351,华光源海,装卸搬运和运输代理业,2022-12-29
688496.SSE,688496,*ST清越,计算机、通信和其他电子设备制造业,2022-12-28
920227.BSE,920227,美登科技,软件和信息技术服务业,2022-12-28
001301.SZSE,001301,尚太科技,非金属矿物制品业,2022-12-28
688475.SSE,688475,萤石网络,计算机、通信和其他电子设备制造业,2022-12-28
920001.BSE,920001,纬达光电,计算机、通信和其他电子设备制造业,2022-12-27
301301.SZSE,301301,川宁生物,医药制造业,2022-12-27
301255.SZSE,301255,通力科技,通用设备制造业,2022-12-27
301280.SZSE,301280,珠城科技,计算机、通信和其他电子设备制造业,2022-12-26
920781.BSE,920781,瑞奇智造,专用设备制造业,2022-12-26
688410.SSE,688410,山外山,专用设备制造业,2022-12-26
920247.BSE,920247,华密新材,橡胶和塑料制品业,2022-12-23
920190.BSE,920190,雷神科技,计算机、通信和其他电子设备制造业,2022-12-23
688141.SSE,688141,杰华特,计算机、通信和其他电子设备制造业,2022-12-23
688147.SSE,688147,微导纳米,专用设备制造业,2022-12-23
920526.BSE,920526,凯华材料,计算机、通信和其他电子设备制造业,2022-12-22
601136.SSE,601136,首创证券,资本市场服务,2022-12-22
920718.BSE,920718,合肥高科,电气机械和器材制造业,2022-12-22
688498.SSE,688498,源杰科技,计算机、通信和其他电子设备制造业,2022-12-21
920505.BSE,920505,九菱科技,金属制品业,2022-12-21
920033.BSE,920033,康普化学,化学原料和化学制品制造业,2022-12-21
920879.BSE,920879,基康技术,仪器仪表制造业,2022-12-20
920807.BSE,920807,奔朗新材,非金属矿物制品业,2022-12-20
301265.SZSE,301265,华新科技,废弃资源综合利用业,2022-12-16
688172.SSE,688172,燕东微,计算机、通信和其他电子设备制造业,2022-12-16
